Wavelength (nm),Intensity
5.388955078125000000e+02,2.294791603088378906e+01
5.391044921875000000e+02,2.294791603088378906e+01
5.393134155273437500e+02,2.343750000000000000e+01
5.395223999023437500e+02,2.169791603088378906e+01
5.397313232421875000e+02,2.212500000000000000e+01
5.399403076171875000e+02,2.128125000000000000e+01
5.401492309570312500e+02,2.354166603088378906e+01
5.403582153320312500e+02,2.329166603088378906e+01
5.405671386718750000e+02,2.315625000000000000e+01
5.407761230468750000e+02,2.065625000000000000e+01
5.409850463867187500e+02,1.282291698455810547e+01
5.411940307617187500e+02,1.125000000000000000e+01
5.414030151367187500e+02,1.122916698455810547e+01
5.416119384765625000e+02,0.000000000000000000e+00
5.418209228515625000e+02,0.000000000000000000e+00
5.420298461914062500e+02,0.000000000000000000e+00
5.422388305664062500e+02,0.000000000000000000e+00
5.424477539062500000e+02,0.000000000000000000e+00
5.426567382812500000e+02,0.000000000000000000e+00
5.428656616210937500e+02,0.000000000000000000e+00
5.430746459960937500e+02,0.000000000000000000e+00
5.432835693359375000e+02,0.000000000000000000e+00
5.434925537109375000e+02,0.000000000000000000e+00
5.437014770507812500e+02,0.000000000000000000e+00
5.439104614257812500e+02,5.229166507720947266e+00
5.441193847656250000e+02,5.625000000000000000e+00
5.443283691406250000e+02,6.958333492279052734e+00
5.445372924804687500e+02,7.281250000000000000e+00
5.447462768554687500e+02,7.739583492279052734e+00
5.449552001953125000e+02,1.940625000000000000e+01
5.451641845703125000e+02,1.978125000000000000e+01
5.453731079101562500e+02,2.052083396911621094e+01
5.455820922851562500e+02,3.361458206176757812e+01
5.457910156250000000e+02,3.639583206176757812e+01
5.460000000000000000e+02,4.346875000000000000e+01
5.462089843750000000e+02,4.421875000000000000e+01
5.464179077148437500e+02,4.398958206176757812e+01
5.466268920898437500e+02,3.647916793823242188e+01
5.468358154296875000e+02,2.881250000000000000e+01
5.470447998046875000e+02,2.723958396911621094e+01
5.472537231445312500e+02,2.169791603088378906e+01
5.474627075195312500e+02,2.065625000000000000e+01
5.476716308593750000e+02,2.135416603088378906e+01
5.478806152343750000e+02,2.270833396911621094e+01
5.480895385742187500e+02,2.941666603088378906e+01
5.482985229492187500e+02,2.689583396911621094e+01
5.485074462890625000e+02,2.694791603088378906e+01
5.487164306640625000e+02,2.783333396911621094e+01
5.489253540039062500e+02,3.251041793823242188e+01
5.491343383789062500e+02,3.311458206176757812e+01
5.493432617187500000e+02,4.075000000000000000e+01
5.495522460937500000e+02,4.194791793823242188e+01
5.497611694335937500e+02,4.482291793823242188e+01
5.499701538085937500e+02,4.530208206176757812e+01
5.501790771484375000e+02,4.846875000000000000e+01
5.503880615234375000e+02,4.826041793823242188e+01
5.505969848632812500e+02,4.647916793823242188e+01
5.508059692382812500e+02,4.858333206176757812e+01
5.510149536132812500e+02,4.836458206176757812e+01
5.512238769531250000e+02,4.831250000000000000e+01
5.514328613281250000e+02,4.820833206176757812e+01
5.516417846679687500e+02,1.261458301544189453e+01
5.518507690429687500e+02,1.267708301544189453e+01
5.520596923828125000e+02,1.508333301544189453e+01
5.522686767578125000e+02,1.519791698455810547e+01
5.524776000976562500e+02,1.583333301544189453e+01
5.526865844726562500e+02,1.321875000000000000e+01
5.528955078125000000e+02,1.238541698455810547e+01
5.531044921875000000e+02,1.235416698455810547e+01
5.533134155273437500e+02,1.338541698455810547e+01
5.535223999023437500e+02,1.184375000000000000e+01
5.537313232421875000e+02,1.185416698455810547e+01
5.539403076171875000e+02,2.419791603088378906e+01
5.541492309570312500e+02,2.403125000000000000e+01
5.543582153320312500e+02,2.368750000000000000e+01
5.545671386718750000e+02,2.351041603088378906e+01
5.547761230468750000e+02,2.335416603088378906e+01
5.549850463867187500e+02,1.768750000000000000e+01
5.551940307617187500e+02,1.791666603088378906e+01
5.554030151367187500e+02,2.220833396911621094e+01
5.556119384765625000e+02,2.240625000000000000e+01
5.558209228515625000e+02,2.246875000000000000e+01
5.560298461914062500e+02,1.915625000000000000e+01
5.562388305664062500e+02,1.658333396911621094e+01
5.564477539062500000e+02,1.637500000000000000e+01
5.566567382812500000e+02,1.020833301544189453e+01
5.568656616210937500e+02,1.025000000000000000e+01
5.570746459960937500e+02,1.148958301544189453e+01
5.572835693359375000e+02,1.040625000000000000e+01
5.574925537109375000e+02,1.039583301544189453e+01
5.577014770507812500e+02,1.212500000000000000e+01
5.579104614257812500e+02,1.161458301544189453e+01
5.581193847656250000e+02,1.013541698455810547e+01
5.583283691406250000e+02,9.458333015441894531e+00
5.585372924804687500e+02,1.011458301544189453e+01
5.587462768554687500e+02,1.075000000000000000e+01
5.589552001953125000e+02,1.750000000000000000e+01
5.591641845703125000e+02,1.712500000000000000e+01
5.593731079101562500e+02,1.675000000000000000e+01
5.595820922851562500e+02,1.648958396911621094e+01
5.597910156250000000e+02,1.628125000000000000e+01
5.600000000000000000e+02,2.167708396911621094e+01
5.602089843750000000e+02,2.156250000000000000e+01
5.604179077148437500e+02,2.141666603088378906e+01
5.606268920898437500e+02,2.121875000000000000e+01
5.608358154296875000e+02,2.176041603088378906e+01
5.610447998046875000e+02,2.154166603088378906e+01
5.612537231445312500e+02,2.216666603088378906e+01
5.614627075195312500e+02,2.202083396911621094e+01
5.616716308593750000e+02,3.560416793823242188e+01
5.618806152343750000e+02,3.562500000000000000e+01
5.620895385742187500e+02,3.147916603088378906e+01
5.622985229492187500e+02,3.505208206176757812e+01
5.625074462890625000e+02,3.371875000000000000e+01
5.627164306640625000e+02,3.882291793823242188e+01
5.629253540039062500e+02,3.836458206176757812e+01
5.631343383789062500e+02,4.008333206176757812e+01
5.633432617187500000e+02,4.177083206176757812e+01
5.635522460937500000e+02,4.195833206176757812e+01
5.637611694335937500e+02,4.217708206176757812e+01
5.639701538085937500e+02,4.208333206176757812e+01
5.641790771484375000e+02,4.173958206176757812e+01
5.643880615234375000e+02,4.100000000000000000e+01
5.645969848632812500e+02,4.031250000000000000e+01
5.648059692382812500e+02,3.978125000000000000e+01
5.650149536132812500e+02,4.335416793823242188e+01
5.652238769531250000e+02,4.312500000000000000e+01
5.654328613281250000e+02,4.293750000000000000e+01
5.656417846679687500e+02,4.282291793823242188e+01
5.658507690429687500e+02,4.273958206176757812e+01
5.660596923828125000e+02,4.294791793823242188e+01
5.662686767578125000e+02,4.321875000000000000e+01
5.664776000976562500e+02,4.334375000000000000e+01
5.666865844726562500e+02,4.167708206176757812e+01
5.668955078125000000e+02,4.172916793823242188e+01
5.671044921875000000e+02,4.164583206176757812e+01
5.673134155273437500e+02,4.162500000000000000e+01
5.675223999023437500e+02,4.163541793823242188e+01
5.677313232421875000e+02,4.164583206176757812e+01
5.679403076171875000e+02,3.918750000000000000e+01
5.681492309570312500e+02,3.896875000000000000e+01
